height (cm),weight (kg),Age,en_guncel_kayit,matches_played,position_confidence,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_score,defense_score,attack_score,midfield_score,goals,assists,yellow_cards,red_cards,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,position_CAM,position_CB,position_CM,position_GK,position_LAM,position_LB,position_LCB,position_LCM,position_LF,position_LM,position_LST,position_LW,position_LWB,position_RAM,position_RB,position_RCB,position_RCM,position_RF,position_RM,position_RST,position_RW,position_RWB,position_SS,position_ST,buildUpPlaySpeedClass_Balanced,buildUpPlaySpeedClass_Fast,buildUpPlaySpeedClass_Slow,buildUpPlayDribblingClass_Little,buildUpPlayDribblingClass_Lots,buildUpPlayDribblingClass_Normal,buildUpPlayPassingClass_Long,buildUpPlayPassingClass_Mixed,buildUpPlayPassingClass_Short,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPassingClass_Normal,chanceCreationPassingClass_Risky,chanceCreationPassingClass_Safe,chanceCreationCrossingClass_Little,chanceCreationCrossingClass_Lots,chanceCreationCrossingClass_Normal,chanceCreationShootingClass_Little,chanceCreationShootingClass_Lots,chanceCreationShootingClass_Normal,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defencePressureClass_Deep,defencePressureClass_High,defencePressureClass_Medium,defenceAggressionClass_Contain,defenceAggressionClass_Double,defenceAggressionClass_Press,defenceTeamWidthClass_Narrow,defenceTeamWidthClass_Normal,defenceTeamWidthClass_Wide,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,Age_Squared,Is_Over_30,Gelisim_Farki,Age_Group_U21,Age_Group_Peak_22_27,Age_Group_Deneyimli_28_32,Age_Group_Veteran_33_Plus,Age_Decay_Factor,Age_Decay_Adjusted_Rating
180,75,22,2016,8,1,64.0,71.0,37,72.0,62,55,51,65.0,42,38,34,67.0,69,68,67,58,68,63,65,69,59,66,48,22,62,55,63,11,16,17,12,7,12,8,8,9,17,62,53,0,0,0,0,42,40,47,37,67,30,46,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,7.0,0,1,0,0,1.0,64.0
193,90,36,2015,9,2,76.0,76.0,13,14.0,12,35,19,15.0,12,12,33,22.0,36,40,39,78,35,22,52,28,69,15,23,14,8,28,24,14,13,13,76,77,50,75,83,72,14,16,30,0,1,1,0,42,56,52,62,58,47,44,41,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1296,1,0.0,0,0,0,1,0.64,48.64
170,70,35,2016,19,3,61.0,61.0,68,59.0,47,68,51,62.0,70,68,66,64.0,55,52,74,55,80,61,81,62,37,65,43,47,67,60,71,31,40,39,8,11,9,16,13,11,39,60,64,0,0,0,0,47,48,38,61,65,50,43,44,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,41.48
183,80,25,2016,14,2,75.0,79.0,38,77.0,78,59,73,68.0,41,37,31,66.0,81,85,77,73,56,83,68,85,86,62,79,20,79,56,68,23,26,29,14,7,13,11,11,11,25,78,53,0,0,0,0,61,49,66,67,64,55,38,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,4.0,0,1,0,0,1.0,75.0
191,84,28,2016,34,4,81.0,82.0,12,12.0,11,31,17,20.0,10,16,30,23.0,50,53,56,79,54,38,79,45,76,11,39,22,13,18,32,13,13,11,84,80,83,79,80,81,15,20,26,0,0,0,0,57,65,56,42,50,55,60,60,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,77.75999999999999
175,67,33,2016,20,3,80.0,80.0,81,66.0,41,75,80,87.0,92,78,71,86.0,85,83,82,74,79,82,63,68,65,84,60,25,71,78,74,25,25,25,12,14,10,5,15,11,25,75,78,0,0,0,0,70,50,53,56,66,68,58,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,60.8
178,80,24,2016,6,1,76.0,82.0,72,75.0,53,73,70,82.0,77,82,70,78.0,77,78,77,72,71,89,78,76,78,79,63,53,71,75,81,39,56,45,8,11,7,10,13,10,48,76,74,0,0,3,0,66,54,67,52,66,52,46,59,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,76.0
180,73,20,2016,8,1,69.0,77.0,56,63.0,58,71,47,71.0,52,42,66,72.0,76,69,75,70,76,61,70,87,57,62,54,63,68,69,42,48,63,58,6,6,7,15,13,9,58,60,69,0,0,0,0,48,55,41,38,51,40,35,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,8.0,1,0,0,0,1.0,69.0
180,82,34,2016,20,4,76.0,76.0,80,56.0,76,70,43,73.0,63,57,71,75.0,64,60,68,75,55,66,75,80,76,59,68,82,65,71,59,78,80,77,13,16,8,6,6,10,79,58,72,0,0,6,0,45,44,42,34,36,55,31,47,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1156,1,0.0,0,0,0,1,0.72,54.72
191,89,22,2015,1,0,56.0,63.0,25,25.0,25,25,25,25.0,25,25,28,23.0,53,55,48,60,38,28,56,30,71,25,36,25,25,22,39,25,25,25,57,58,52,54,58,56,25,26,25,0,0,0,0,53,32,56,38,53,46,42,33,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,484,0,7.0,0,1,0,0,1.0,56.0
173,68,25,2016,4,1,67.0,72.0,62,66.0,59,67,65,68.0,72,71,56,70.0,77,75,83,60,77,60,70,62,57,75,42,35,62,61,69,25,27,27,5,9,6,9,11,8,29,63,64,0,0,0,0,58,49,42,54,52,52,37,37,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,67.0
180,72,25,2015,29,4,80.0,83.0,68,65.0,63,82,61,78.0,64,64,83,77.0,75,69,66,75,71,67,66,91,78,73,79,79,69,75,60,81,79,78,12,11,8,10,13,11,79,66,79,2,2,6,0,43,45,40,39,33,63,52,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,3.0,0,1,0,0,1.0,80.0
173,73,32,2016,4,1,78.0,78.0,81,59.0,67,79,53,82.0,84,69,77,82.0,78,74,78,81,77,88,74,73,68,85,77,78,77,69,59,76,77,82,13,15,10,15,14,13,78,69,77,0,1,0,0,36,35,51,36,49,56,61,65,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,62.400000000000006
185,76,41,2016,3,0,74.0,74.0,72,60.0,63,85,59,76.0,72,67,73,83.0,41,32,49,80,65,49,27,26,43,63,34,27,64,88,66,14,20,14,7,8,14,9,8,9,19,58,82,0,0,0,0,48,55,44,53,42,53,53,39,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1681,1,0.0,0,0,0,1,0.4399999999999999,32.559999999999995
191,83,27,2016,30,4,64.0,66.0,25,25.0,25,28,25,25.0,25,25,25,25.0,28,37,36,66,51,34,52,36,66,25,22,22,25,25,22,25,25,25,64,61,54,68,65,62,24,27,26,0,0,0,0,33,49,37,33,37,31,62,58,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,64.0
175,73,31,2016,28,3,62.0,62.0,56,13.0,64,62,18,54.0,53,48,53,53.0,80,81,78,64,76,49,80,81,62,19,55,56,19,55,29,57,58,55,8,15,11,12,6,10,57,25,56,0,0,0,0,45,48,60,46,49,58,36,53,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,52.08
170,61,24,2016,34,2,69.0,74.0,64,56.0,40,72,63,73.0,75,57,52,71.0,85,77,87,59,82,70,74,65,34,70,33,34,63,68,52,34,31,32,14,12,15,6,8,11,33,63,66,4,5,3,0,46,32,41,48,49,55,40,48,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,69.0
178,81,25,2016,2,0,66.0,72.0,60,65.0,56,61,63,63.0,54,54,58,66.0,82,85,74,66,68,68,74,73,75,64,64,24,65,56,65,26,38,32,11,14,12,9,6,10,30,65,60,0,0,2,0,54,32,67,72,57,47,63,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,6.0,0,1,0,0,1.0,66.0
180,67,23,2015,26,4,64.0,68.0,65,35.0,56,66,28,59.0,57,33,48,65.0,76,66,64,65,68,35,67,67,51,30,63,63,50,40,45,61,66,67,9,9,7,12,8,9,64,37,55,1,2,3,1,48,55,53,49,66,38,57,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,4.0,0,1,0,0,1.0,64.0
180,75,30,2016,9,2,68.0,68.0,75,39.0,59,66,48,62.0,78,80,69,66.0,65,65,69,69,70,75,67,63,66,68,69,68,65,52,51,70,71,72,12,6,6,8,16,10,70,57,63,0,0,0,0,53,53,44,55,51,60,39,38,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,59.84
188,74,22,2016,2,0,70.0,77.0,60,56.0,56,73,60,67.0,69,67,72,72.0,70,72,71,65,70,66,53,84,70,64,63,67,64,75,51,54,65,63,12,13,8,12,10,11,62,61,73,0,0,0,0,58,55,52,48,64,52,48,51,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,7.0,0,1,0,0,1.0,70.0
188,88,32,2015,15,2,74.0,74.0,80,65.0,76,83,50,69.0,83,78,82,78.0,54,52,43,59,47,83,43,76,82,79,73,70,64,73,76,61,74,64,14,5,7,10,10,9,67,66,79,0,0,4,0,61,61,52,56,51,49,44,55,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,59.2
185,82,23,2016,11,2,72.0,76.0,53,34.0,73,60,30,58.0,39,34,57,67.0,64,67,63,67,65,59,79,68,76,36,83,70,41,49,44,74,72,69,12,8,9,15,13,11,71,41,58,0,0,1,1,49,56,53,52,34,36,36,45,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,4.0,0,1,0,0,1.0,72.0
180,81,22,2016,10,2,76.0,83.0,68,73.0,55,73,74,82.0,69,66,70,80.0,78,78,78,75,68,76,56,70,65,68,59,39,75,75,65,30,36,20,13,14,6,14,15,12,31,74,75,8,3,0,0,35,43,39,58,55,30,64,53,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,484,0,7.0,0,1,0,0,1.0,76.0
180,78,20,2015,2,0,70.0,80.0,62,58.0,61,71,54,76.0,60,55,65,76.0,74,76,78,63,70,76,65,52,78,51,55,49,66,71,66,39,49,44,7,10,11,8,8,9,45,64,71,1,0,1,0,52,42,43,54,56,23,56,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,10.0,1,0,0,0,1.0,70.0
178,72,30,2016,1,0,83.0,83.0,55,84.0,91,68,86,75.0,83,71,53,82.0,75,69,85,86,75,79,92,70,73,77,70,41,86,68,85,18,42,20,10,13,6,9,5,9,30,84,68,1,0,1,0,67,41,36,41,34,44,39,41,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,73.04
175,69,35,2016,29,4,71.0,71.0,69,34.0,53,72,48,58.0,68,46,64,69.0,60,58,51,74,70,66,63,65,59,45,84,73,40,60,42,78,74,76,7,6,11,11,11,9,76,47,66,0,2,5,0,48,37,49,48,52,58,33,44,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,48.279999999999994
188,82,32,2016,25,4,76.0,76.0,66,78.0,79,73,78,70.0,74,56,47,76.0,62,64,67,79,60,80,71,59,77,66,71,30,81,56,69,20,25,22,16,12,13,14,16,14,24,79,63,10,4,5,1,47,44,55,59,68,45,50,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,60.8
175,75,33,2016,23,3,67.0,67.0,65,36.0,56,64,58,59.0,57,17,66,61.0,72,71,75,58,77,68,81,74,71,67,70,82,64,56,52,61,63,69,8,13,11,8,10,10,69,57,62,0,0,0,0,66,54,38,53,33,66,57,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,50.92
185,80,22,2016,9,2,65.0,72.0,47,34.0,70,65,32,38.0,36,30,64,60.0,61,60,49,57,62,66,70,65,74,55,68,57,30,35,46,66,66,64,11,9,14,13,13,12,63,41,56,0,0,0,0,52,42,40,47,53,50,42,51,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,7.0,0,1,0,0,1.0,65.0
175,66,21,2016,6,1,63.0,73.0,53,52.0,56,63,47,59.0,44,45,61,62.0,71,67,76,63,78,57,68,89,52,58,66,56,64,66,43,36,52,45,11,12,12,8,14,11,47,55,63,0,0,0,0,52,32,53,50,52,50,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,441,0,10.0,1,0,0,0,1.0,63.0
188,71,26,2016,26,4,65.0,68.0,69,43.0,65,66,48,59.0,63,65,65,63.0,62,66,63,65,56,62,55,76,74,55,64,63,54,59,52,65,64,63,9,14,13,8,6,10,64,52,63,0,0,0,0,52,46,50,57,55,32,48,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,3.0,0,1,0,0,1.0,65.0
175,75,25,2016,28,3,62.0,67.0,66,29.0,38,65,26,62.0,50,44,60,59.0,66,66,71,51,62,29,59,80,72,35,78,53,52,49,42,62,62,61,9,14,6,9,7,9,60,34,58,0,0,0,0,48,48,47,73,53,71,55,48,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,62.0
193,82,27,2016,7,1,70.0,72.0,38,48.0,69,71,40,67.0,71,48,63,65.0,58,55,63,63,50,75,48,86,87,72,87,67,58,56,52,61,75,64,14,9,16,8,13,12,67,55,64,0,0,0,0,65,59,43,53,44,53,42,42,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,70.0
191,86,28,2015,10,2,64.0,66.0,33,20.0,68,49,20,35.0,23,62,45,43.0,46,49,40,62,45,70,54,53,85,56,67,65,25,34,40,66,65,60,14,15,15,12,8,13,64,34,43,0,0,0,0,38,58,43,51,54,39,44,46,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,2.0,0,0,1,0,0.96,61.44
175,67,30,2016,2,0,68.0,68.0,66,58.0,47,65,65,65.0,61,62,62,67.0,78,81,89,65,77,63,63,68,67,58,37,25,70,72,57,13,13,15,12,7,7,8,15,10,17,64,66,0,0,0,0,63,48,46,51,50,50,55,57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,59.84
180,70,25,2016,26,3,68.0,73.0,59,52.0,52,70,59,64.0,54,58,65,66.0,64,64,68,73,73,76,80,71,64,70,81,71,56,73,47,59,67,66,15,12,12,15,12,13,66,61,69,0,0,0,0,54,47,36,52,51,64,50,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,68.0
183,78,32,2015,13,2,72.0,72.0,24,33.0,74,60,40,40.0,26,40,54,51.0,55,55,49,70,55,68,55,58,79,43,76,74,28,45,37,74,76,73,9,13,7,6,11,9,74,42,53,0,0,2,0,57,29,38,39,54,55,47,59,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1024,1,0.0,0,0,1,0,0.8,57.6
191,92,28,2015,36,4,76.0,76.0,12,11.0,23,34,15,12.0,11,12,43,15.0,55,55,54,60,51,25,71,35,77,12,41,20,11,35,25,11,14,18,75,81,76,77,80,78,16,16,32,0,1,5,0,59,49,37,59,43,53,58,49,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,0.0,0,0,1,0,0.96,72.96
170,69,29,2015,4,1,63.0,63.0,61,54.0,59,66,62,64.0,67,55,65,65.0,79,75,73,65,84,65,82,70,64,67,71,46,49,66,42,59,62,58,13,15,14,11,14,13,56,58,66,0,0,1,0,53,41,69,48,45,43,29,41,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,57.96
175,76,24,2016,21,4,81.0,86.0,79,65.0,75,78,50,76.0,69,30,71,78.0,84,85,76,80,78,78,93,87,77,58,81,76,74,71,66,80,80,81,7,10,15,16,9,11,79,67,74,2,2,8,0,49,47,34,62,61,35,57,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,81.0
185,71,20,2015,1,0,68.0,77.0,42,37.0,63,69,44,61.0,46,49,73,63.0,61,60,58,64,55,62,67,67,75,47,71,60,54,55,50,67,75,70,8,11,9,8,12,10,68,49,65,0,0,0,0,55,35,55,62,65,39,25,56,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,400,0,9.0,1,0,0,0,1.0,68.0
173,65,25,2016,6,1,66.0,69.0,62,68.0,59,61,62,70.0,60,52,56,64.0,78,75,80,70,80,67,77,62,53,63,63,39,64,61,61,24,32,28,14,11,9,8,7,10,31,65,61,0,0,0,0,62,45,52,42,50,62,45,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,3.0,0,1,0,0,1.0,66.0
193,85,30,2016,13,3,85.0,85.0,61,45.0,84,65,46,64.0,61,52,66,68.0,68,70,63,84,42,76,73,69,88,55,81,78,41,59,63,86,90,87,10,9,5,8,6,8,85,52,65,2,0,5,0,59,35,29,38,36,24,48,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,74.8
183,86,25,2016,6,2,71.0,75.0,13,10.0,14,36,10,10.0,10,13,34,18.0,46,42,37,65,42,25,68,39,54,10,13,16,14,17,13,14,13,11,77,70,68,67,73,71,14,15,26,0,0,1,0,54,43,65,48,49,45,53,56,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,4.0,0,1,0,0,1.0,71.0
188,82,30,2015,1,0,63.0,63.0,11,13.0,19,14,13,16.0,18,14,13,20.0,44,42,53,45,50,14,53,42,72,10,40,12,13,35,13,20,18,13,65,64,68,67,64,66,16,13,21,0,0,0,0,58,53,44,54,53,53,38,48,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,55.44
193,88,31,2015,2,0,76.0,76.0,30,26.0,77,56,16,38.0,19,55,64,52.0,56,64,46,68,43,82,76,65,93,44,82,78,33,24,25,75,81,71,15,6,9,7,15,10,76,39,49,0,0,0,0,50,52,44,52,60,40,37,40,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,63.84
185,81,25,2015,26,4,67.0,71.0,77,47.0,57,68,42,64.0,73,64,72,65.0,68,69,73,61,53,69,65,76,62,56,69,60,69,66,45,65,67,66,14,15,14,10,10,13,65,57,68,1,0,3,0,52,56,64,39,66,46,44,34,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,4.0,0,1,0,0,1.0,67.0
